id,date,user,text
1467843663,Mon Apr 06 22:28:25 PDT 2009,jazminepearl,My spring break= watching moviess all day everyday for a week 
1467843787,Mon Apr 06 22:28:27 PDT 2009,Agitatore,"http://www.youtube.com/watch?v=cLe9pJSRas0 Where have all the flowers gone, Peter Paul &amp; Mary  My fav, def."
1467843877,Mon Apr 06 22:28:28 PDT 2009,MrsBamBam,shhhhhhhhhh....time to watch the Hills. 
1467844025,Mon Apr 06 22:28:30 PDT 2009,Sweet_As_AJ,Callin it a night! I always have the best sleep after a good workout!! 
1467844076,Mon Apr 06 22:28:31 PDT 2009,WillBeebe,@Infinitarchitek Feels pretty good doesn't it? 
1467844250,Mon Apr 06 22:28:34 PDT 2009,andisherwood,@ninasplayground I agree.  My kids got &quot;Who am I&quot; 4 Christmas. It's bn fun but I caught my 4 yrold cheating by looking at reflection in TV
1467844261,Mon Apr 06 22:28:34 PDT 2009,RainbowSerenity,My hair is blue. 
1467844374,Mon Apr 06 22:28:36 PDT 2009,sarahmerion,@wendy_bowser Thank you for the kind words!  I appreciate it.  Have a great night 
1467844490,Mon Apr 06 22:28:37 PDT 2009,LisaKanazawa,@ijustine the gym is an awesome place! work it out 
1467844514,Mon Apr 06 22:28:38 PDT 2009,Ryanjoh,Just won 20$ on unc game 
1467844679,Mon Apr 06 22:28:41 PDT 2009,BackSassMaster,@ijustine http://twitpic.com/1ff65 - I love ur top 
1467844730,Mon Apr 06 22:28:42 PDT 2009,austinn182,"@juneaurock Hellz yeah, definitely downloading. Thanks "
1467844885,Mon Apr 06 22:28:47 PDT 2009,thedoggiescoop,http://twitpic.com/2y2jz - we are so stinkin cute 
1467844924,Mon Apr 06 22:28:45 PDT 2009,cesuh,@Lyndeeezy hahah not yet! but soon. very soon 
1467844980,Mon Apr 06 22:28:46 PDT 2009,benbarden,"Very happy with my new blog design - nice to see recent post and popular posts listed together, and it looks great! "
1467845068,Mon Apr 06 22:28:47 PDT 2009,salisburydowns,@michaelgrainger we have much more than that in common my friend!! 
1467861286,Mon Apr 06 22:32:57 PDT 2009,llliizzziiiee,@Westneyrhindxx hello westney  what are you doing ?? x
1467861338,Mon Apr 06 22:32:57 PDT 2009,ofallpieces,@jephjacques I love the way you draw giraffe eyelashes. 
1467861472,Mon Apr 06 22:32:59 PDT 2009,robcthegeek,@holytshirt Glad to read it! 
1467861482,Mon Apr 06 22:33:00 PDT 2009,tmarkwart,spent the evening outside in the beautiful warm weather. finally feels like spring 
1467861536,Mon Apr 06 22:33:00 PDT 2009,ryanodonnell,@AttractMode Thanks for putting on such a great event. Can't wait for the inevitable sequels! 
1467861605,Mon Apr 06 22:33:02 PDT 2009,norbs,@jimmycarr that big oaf can play piano? 
1467861731,Mon Apr 06 22:33:04 PDT 2009,JesseNunez,I am gonna help my mom get a twitter 
1467861750,Mon Apr 06 22:33:04 PDT 2009,rashmi_g,@lavsmohan...... Yup!! saw the entire match....reached office late.. 
1467861858,Mon Apr 06 22:33:05 PDT 2009,kuanluo,@upstatement can I apply to be in your class too? 
1467861971,Mon Apr 06 22:33:07 PDT 2009,elmolove,is reading manga  http://plurk.com/p/mzp1e
1467861992,Mon Apr 06 22:33:07 PDT 2009,Killandra,@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.
1467862309,Mon Apr 06 22:33:12 PDT 2009,kelseyguenther,@LindzNicole so let's make it right! 
1467862341,Mon Apr 06 22:33:13 PDT 2009,daveingland,@rhonda_brown thanks for the tip on Sam's Club! 
1467862363,Mon Apr 06 22:33:13 PDT 2009,spacetrinity,@KourtneyKardash yep Mornings are the Best! nighttime is chill time 
1467862382,Mon Apr 06 22:33:13 PDT 2009,rinabina333,@pocketfulofme yay!!! hehe TWINS 
1467862464,Mon Apr 06 22:33:15 PDT 2009,passionsista,@jolilore Thank you 
1467862582,Mon Apr 06 22:33:17 PDT 2009,LadyG84,@trugiaz You and i mate! 
1467862627,Mon Apr 06 22:33:18 PDT 2009,Mojofalofa, just watched the movie Wanted... it was pretty darn good.
1467862717,Mon Apr 06 22:33:20 PDT 2009,mattering,"@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun "
1467862737,Mon Apr 06 22:33:20 PDT 2009,missflipflop,@donniewahlberg hell yeah! there's the effin man! 
1467862762,Mon Apr 06 22:33:20 PDT 2009,alexjonline,@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people 
1467862776,Mon Apr 06 22:33:20 PDT 2009,NyQWin,"@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai "
1467862849,Mon Apr 06 22:33:22 PDT 2009,Mia119,Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 
1467862887,Mon Apr 06 22:33:22 PDT 2009,kages2031,can't wait for vegas 
1467862922,Mon Apr 06 22:33:23 PDT 2009,iLoveCookiesx33,@theDebbyRyan Hey Debby 
1467862924,Mon Apr 06 22:33:23 PDT 2009,sarup1212,One sixty six in bowling. Holy shit lol 
1467862988,Mon Apr 06 22:33:24 PDT 2009,RuggerLace,and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are)
1467863122,Mon Apr 06 22:33:26 PDT 2009,AndiBuck89,oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!
1467863184,Mon Apr 06 22:33:28 PDT 2009,dnceonbrdway22,my very first twitter  awww
1467863187,Mon Apr 06 22:33:27 PDT 2009,jasonzoopy,@SimonBotes glad you like 
1467863200,Mon Apr 06 22:33:28 PDT 2009,bluetib,"@lightblue_82 woo, you won't regret it. "
1467863222,Mon Apr 06 22:33:30 PDT 2009,mariabelle,@theaptour thanks so much 
1467863291,Mon Apr 06 22:33:29 PDT 2009,maybeCarly,@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 
1467863423,Mon Apr 06 22:33:31 PDT 2009,spahkleprincess,@lolly2420 this is nuts! thanks  I am dying over heah!
1467863550,Mon Apr 06 22:33:33 PDT 2009,emalea,"@Kelly_N_Va by Jordan, I think he's got it!  "
1467863578,Mon Apr 06 22:33:33 PDT 2009,SakuK,"up and running, London calling "
1467863599,Mon Apr 06 22:33:33 PDT 2009,grayscalecrayon,"What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx"
1467863612,Mon Apr 06 22:33:34 PDT 2009,alisonshiner_,just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 
1467863614,Mon Apr 06 22:33:34 PDT 2009,iLarry,"Sleeeeeeeeeep, then an interview tomorrow! Wish me luck "
1467863690,Mon Apr 06 22:33:35 PDT 2009,mponder,@lauredhel I just friended you on LJ 
1467863697,Mon Apr 06 22:33:35 PDT 2009,witchycharm,eating ice cream to reduce the heat 
1467863706,Mon Apr 06 22:33:35 PDT 2009,bianca110994,wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;
1467863827,Mon Apr 06 22:33:37 PDT 2009,danielleamona,the cars in Fast and Furious get me excited 
1467863930,Mon Apr 06 22:33:39 PDT 2009,lildevilxxangel,@comeagainjen Jennifer 
1467863956,Mon Apr 06 22:33:39 PDT 2009,tikrazy,"It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr"
1467864107,Mon Apr 06 22:33:42 PDT 2009,psam,@honeytech Happy Morning! 
1467864110,Mon Apr 06 22:33:44 PDT 2009,SOML,"@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? "
1467864114,Mon Apr 06 22:33:42 PDT 2009,rashisha,@saad_83 I wasn't late  I was right on time
1467864162,Mon Apr 06 22:33:43 PDT 2009,gaytwink,@myk14 Thanks buddy *high fives* hehe 
1467864259,Mon Apr 06 22:33:45 PDT 2009,nany_micucci,@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 
1467864348,Mon Apr 06 22:33:46 PDT 2009,JMBuckett,Saddle Ranch Comedy night. Then back to the boy's house 
1467879837,Mon Apr 06 22:37:54 PDT 2009,JTB3Productions,had a wonderful Portland evening! Thanks Carrie 
1467879938,Mon Apr 06 22:37:56 PDT 2009,kaancornelio,I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. 
1467880019,Mon Apr 06 22:37:57 PDT 2009,Anja1975,@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You
1467880076,Mon Apr 06 22:37:58 PDT 2009,Tessa82,Got an inspiration -&gt; dyeing my hair! 
1467880160,Mon Apr 06 22:38:02 PDT 2009,prettybabyxxiii,just  created this account...looking around 
1467880323,Mon Apr 06 22:38:02 PDT 2009,suitelifeofkell,@amyg0716 I'm gunnna do both of those things 
1467880410,Mon Apr 06 22:38:03 PDT 2009,softspokenmc,"http://twitpic.com/2y2tq - So far, it is interesting. "
1467880588,Mon Apr 06 22:38:06 PDT 2009,kitty42,"@craigsutton     that's a long-time, good for you!   "
1467880608,Mon Apr 06 22:38:07 PDT 2009,jasonatennui,"@mehulbhuva Good luck, and let me know how it goes! "
1467880653,Mon Apr 06 22:38:10 PDT 2009,ChrisVjd,"@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! "
1467880701,Mon Apr 06 22:38:10 PDT 2009,DraStudio,@rogieking Congrats on the newborn! Our first is due in June 
1467880739,Mon Apr 06 22:38:09 PDT 2009,ThiaHeartsNick,Dodgers beat the Padres  Go Blue!
1467880815,Mon Apr 06 22:38:10 PDT 2009,MaraBG,"@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!"
1467880816,Mon Apr 06 22:38:10 PDT 2009,Ayvii,@vuittonretarded  awww. Is there anything i can do 
1467880917,Mon Apr 06 22:38:13 PDT 2009,Kittydoll67,@mistressathenax oh lets let it be a surprise. 
1467881029,Mon Apr 06 22:38:13 PDT 2009,michxxblc,@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! 
1467881033,Mon Apr 06 22:38:13 PDT 2009,MrsMcMahon,Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! 
1467881055,Mon Apr 06 22:38:13 PDT 2009,weboword,@web20classroom Fabulous post about WordAhead!  And overall loved your blog.
1467881080,Mon Apr 06 22:38:14 PDT 2009,MissTeezy,Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! 
1467881363,Mon Apr 06 22:38:18 PDT 2009,myusernamescool,@adamdexter i can't wait to see you buddy 
1467881400,Mon Apr 06 22:38:19 PDT 2009,joolzgirl,@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year 
1467881418,Mon Apr 06 22:38:19 PDT 2009,sammythewizzy,there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html
1467881419,Mon Apr 06 22:38:19 PDT 2009,pavelegorkin,"@chazdrums if i know how to do something, and have time... Its so easy to answer "
1467881576,Mon Apr 06 22:38:22 PDT 2009,EspreeDevora,@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility
1467881590,Mon Apr 06 22:38:22 PDT 2009,SillyShygrl,@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! 
1467881636,Mon Apr 06 22:38:23 PDT 2009,yonnage,Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  
1467881664,Mon Apr 06 22:38:23 PDT 2009,beerenee,@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 
1467881796,Mon Apr 06 22:38:26 PDT 2009,stacefarmface,I'm officially going to bed! Goodnight 
1467882027,Mon Apr 06 22:38:30 PDT 2009,Connections4U,@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 
1467882052,Mon Apr 06 22:38:30 PDT 2009,dsharman,#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! 
1467882119,Mon Apr 06 22:38:31 PDT 2009,jannacathrin,Loves the German bakeries in Sydney. Together with my imported honey it feels like home 
1467882272,Mon Apr 06 22:38:34 PDT 2009,keroroboy,I'm an uncle now! 
1467882321,Mon Apr 06 22:38:35 PDT 2009,LizChavez,@DolfinFan  Our picnic will be fabulous!
1467882345,Mon Apr 06 22:38:35 PDT 2009,dreamgir1,@DaveJMatthews Welcome back to NYC! 
1467882470,Mon Apr 06 22:38:37 PDT 2009,dhofstet,@berofx: good luck with your challenge 
1467882488,Mon Apr 06 22:38:39 PDT 2009,IluvJoelMadden,oh oh found some clothes!!  And i love em xD
1467882702,Mon Apr 06 22:38:41 PDT 2009,pippijewelry,"I'm adding my fellow PFers.  Nice to see so many of us here, too! "
1467882751,Mon Apr 06 22:38:42 PDT 2009,SitsEtheX,Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. 
1467882758,Mon Apr 06 22:38:42 PDT 2009,westlondonchick,@JonathanRKnight Good luck with the cruise!! Your gonna need it! 
1467882937,Mon Apr 06 22:38:45 PDT 2009,maynaseric,@LoriGama that's most excellent  lotsa people loving you hehe *Winks*
1467882990,Mon Apr 06 22:38:46 PDT 2009,AC_SNAPPER,"@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it "
1467883065,Mon Apr 06 22:38:47 PDT 2009,AudreyLizeth,I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/
1467883144,Mon Apr 06 22:38:50 PDT 2009,tink1274,Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad 
1467883155,Mon Apr 06 22:38:48 PDT 2009,RozzJMakeup,Your Following for a Reason.....  www.facesbyrozzj.com
1467898027,Mon Apr 06 22:42:49 PDT 2009,twitrbug81,@JonathanRKnight Thought you were a Mac 
1467898062,Mon Apr 06 22:42:51 PDT 2009,JuicyJ3j,"Finally made my map of Panama. &quot;What's a Panama, is that like an animal?&quot; Haha love my friends "
1467898254,Mon Apr 06 22:42:52 PDT 2009,Scyranth,Got the vocals done! now time for the best part: the music track or bed! whichever you wanna call it lol 
1467898386,Mon Apr 06 22:42:57 PDT 2009,Dezuray,@dfizzy Hey There ! How are you today? 
1467898435,Mon Apr 06 22:42:55 PDT 2009,gcoya,@mademoiselledee That is one freaky movie. I like &quot;I got life&quot; 
1467898572,Mon Apr 06 22:42:58 PDT 2009,PetParentAuthor,A healthy remedy for you AND your dog  http://PetParenthood.blogspot.com #dogs
1467898730,Mon Apr 06 22:43:00 PDT 2009,Grandroyale,"Studying philosophy and math... &lt;----BLAH aka listening to music and on twitter, facebook, and myspace "
1467898847,Mon Apr 06 22:43:02 PDT 2009,Sally_E,@aparajuli good luck to you 
1467898876,Mon Apr 06 22:43:03 PDT 2009,DisneyBrat,Is glad the Angels won their first game of the season. 
1467898925,Mon Apr 06 22:43:06 PDT 2009,ChrisLejarzar,@misstoriblack I have absolutely no doubt that I will!  here's to your continued success 
1467899139,Mon Apr 06 22:43:07 PDT 2009,aaalison,Uploading the greatest cartoon from the Newspaper ever - regarding Twitter. 
1467899152,Mon Apr 06 22:43:08 PDT 2009,helenherman,"@levimorales glad you liked! That Henry Ford had a good idea every now and then, didn't he? "
1467899159,Mon Apr 06 22:43:08 PDT 2009,alexistadda,Studying with friends!  that's my update
1467899186,Mon Apr 06 22:43:08 PDT 2009,jesscakes,@piercethevic im glad everythings going good for you guys 
1467899199,Mon Apr 06 22:43:08 PDT 2009,tam_tams,"@JonathanRKnight Don't worry about it, we are just happy to have you on here! "
1467899303,Mon Apr 06 22:43:10 PDT 2009,alias_annak,@eddieizzard You wouldn't happen to still be in NYC doing gigs on Friday or Saturday next week? 
1467899327,Mon Apr 06 22:43:10 PDT 2009,SC_global,ty  @GR8FL - soon I upload too  Emmylou Harris ï¿½ I'll Be Your Baby Tonight (GR8FL)  ? http://blip.fm/~3x8zc
1467899373,Mon Apr 06 22:43:11 PDT 2009,danarpi,Watching Seven Pounds with my mom. I hope i dont fall asleep. AfterMidnightProject TOMORROW! 
1467899472,Mon Apr 06 22:43:13 PDT 2009,acardwell,@nerdist  That photo IS Vegas 
1467899482,Mon Apr 06 22:43:13 PDT 2009,tahn86,@elissakim  yeah!  opening day too!
1467899524,Mon Apr 06 22:43:14 PDT 2009,Jayla_Superstar,@iamdiddy I feel you I hate working out too! But our results will be MAJOR! When you look good you feel good! 
1467899590,Mon Apr 06 22:43:15 PDT 2009,eicmc,had a really good day    off to do some shoppping
1467899648,Mon Apr 06 22:43:16 PDT 2009,erikazz,@kamy775 ok..I did it...hope it works now 
1467899677,Mon Apr 06 22:43:16 PDT 2009,froggie775,@amp451 good night  sweet dreamz
1467899780,Mon Apr 06 22:43:18 PDT 2009,piadc,will invite people to twitter. 
1467899790,Mon Apr 06 22:43:18 PDT 2009,southplatte,@bluestreak23 @jasonandjodie Coming soon enough my friends - Big project in works for just that - Good new and only good news 
1467899865,Mon Apr 06 22:43:19 PDT 2009,sn35,"@JonathanRKnight Hey Jon we all love ya and understand,that's all it counts  "
1467900030,Mon Apr 06 22:43:22 PDT 2009,cristianvasile,"@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result "
1467900082,Mon Apr 06 22:43:23 PDT 2009,JackInChicago,@larryczerwonka Exactly!! 
1467900327,Mon Apr 06 22:43:27 PDT 2009,Cuttersftbll,@Jonathanrknight so good knight and sleep well.  I know I will now!! 
1467900402,Mon Apr 06 22:43:28 PDT 2009,EnglandRose,exhausted! but glad i got to see UNC become national champs!  
1467900403,Mon Apr 06 22:43:28 PDT 2009,simtra13,Centrelink wasnt as bad as I thought it was going to be !!!! 
1467900459,Mon Apr 06 22:43:29 PDT 2009,phoenix_phenom,Is hella excited cuz the Italian is here 
1467900477,Mon Apr 06 22:43:30 PDT 2009,sbuss,"Love having access to a research machine with 4 quad core 64 bit opterons, and 60 gigs of ram "
